Row_ID,Brand,Model,Battery,km_of_range,0-100,Top_Speed,Range,Efficiency,Fastcharge,Germany_price_before_incentives,Netherlands_price_before_incentives,UK_price_after_incentives,Drive_Configuration,Tow_Hitch,Towing_capacity_in_kg,Number_of_seats,Estimated_US_Value
1,TESLA,Model 3,59.3,124.0,6.1,a2,415.0,139.0,690.0,41970.0,41990.0,39990.0,Front Wheel Drive,Towbar possible,1000.0,5.0,49511.0
2,TESLA,Model Y,57.5,137.0,6.9,a2,350.0,160.0,580.0,45970.0,43490.0,44990.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,56057.0
30,TESLA,Model Y Long Range Dual Motor,75.0,130.0,5.0,a2,435.0,172.0,670.0,55970.0,52990.0,52990.0,All Wheel Drive,Towbar possible,1600.0,5.0,65788.0
40,TESLA,Model 3 Long Range Dual Motor,75.0,119.0,4.4,a2,500.0,150.0,770.0,49970.0,49990.0,49990.0,All Wheel Drive,Towbar possible,1000.0,5.0,62287.0
50,TESLA,Model Y Long Range RWD,75.0,118.0,5.9,a2,390.0,163.0,710.0,49970.0,49990.0,0.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,27927.0
6,BYD,ATTO 3,60.5,120.0,7.3,a1,330.0,183.0,370.0,37990.0,38990.0,37195.0,Front Wheel Drive,Towbar not possible,0.0,5.0,46344.0
7,MG,MG4 Electric 64 kWh,61.7,102.0,7.9,a1,360.0,171.0,630.0,39990.0,35785.0,36350.0,Rear Wheel Drive,Towbar possible,500.0,5.0,36750.0
8,BYD,SEAL 82.5 kWh AWD Excellence,82.5,107.0,3.8,a1,490.0,168.0,540.0,50990.0,50990.0,48695.0,All Wheel Drive,Towbar not possible,0.0,5.0,60673.0
9,TESLA,Model Y Performance,75.0,152.0,3.8,a2,415.0,181.0,640.0,60790.0,58990.0,59990.0,All Wheel Drive,Towbar possible,900.0,5.0,74747.0
10,BMW,i4 eDrive40,80.7,122.0,5.7,a1,515.0,157.0,800.0,55519.0,62992.0,57890.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,72130.0
110,CITROEN,e-C3,44.0,90.0,11.0,a1,265.0,166.0,340.0,23300.0,24290.0,21000.0,Front Wheel Drive,Towbar possible,550.0,5.0,26166.0
12,BMW,VF 8 Plus Extended Range,71.0,225.0,6.0,a1,360.0,197.0,480.0,77300.0,84998.0,69905.0,All Wheel Drive,Towbar possible,2500.0,5.0,87101.0
130,ROLLS-ROYCE,ID.4 Pro,77.0,114.0,6.7,a1,435.0,177.0,650.0,49490.0,49990.0,46035.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,57359.0
140,BYD,DOLPHIN 60.4 kWh,60.5,101.0,7.0,a1,340.0,178.0,340.0,34990.0,35490.0,30195.0,Front Wheel Drive,Towbar possible,0.0,5.0,37622.0
150,VOLVO,EX30 Single Motor ER,64.0,118.0,8.0,a1,360.0,174.0,600.0,46450.0,41495.0,38545.0,Rear Wheel Drive,Towbar possible,1400.0,5.0,48027.0
16,TESLA,Model S Plaid,95.0,199.0,2.3,a3,560.0,170.0,780.0,110970.0,108990.0,100000.0,All Wheel Drive,Towbar possible,1600.0,5.0,124600.0
17,TESLA,Model S Dual Motor,95.0,167.0,3.2,a2,510.0,165.0,800.0,95970.0,93990.0,85000.0,All Wheel Drive,Towbar possible,1600.0,5.0,105910.0
18,KIA,Niro EV,64.8,111.0,7.8,a1,395.0,168.0,390.0,45690.0,43490.0,37295.0,Front Wheel Drive,Towbar possible,750.0,5.0,46469.0
19,LEXUS,Model Y Long Range Dual Motor,65.4,116.0,7.8,a1,390.0,168.0,400.0,47190.0,43995.0,38595.0,Front Wheel Drive,Towbar possible,750.0,5.0,48089.0
20,TESLA,Model 3 Performance,75.0,135.0,3.2,a3,455.0,165.0,700.0,57970.0,56990.0,59990.0,All Wheel Drive,Towbar not possible,0.0,5.0,74747.0
210,SSANGYONG,HAN,84.0,146.0,3.9,a1,475.0,180.0,450.0,69020.0,69990.0,0.0,All Wheel Drive,Towbar not possible,1200.0,5.0,39100.0
22,CUPRA,Born 150 kW - 58 kWh,58.0,113.0,7.3,a1,320.0,166.0,470.0,39370.0,36939.0,36475.0,Rear Wheel Drive,Towbar not possible,0.0,5.0,45447.0
23,FIAT,500e Hatchback 42 kWh,37.3,149.0,9.0,a1,235.0,159.0,390.0,34990.0,34490.0,31195.0,Front Wheel Drive,Towbar not possible,0.0,4.0,38868.0
24,BYD,Model Y,82.5,96.0,5.9,a1,500.0,165.0,550.0,44990.0,45990.0,45695.0,Rear Wheel Drive,Towbar not possible,0.0,5.0,56935.0
25,BYD,TANG,86.4,199.0,4.6,a1,355.0,243.0,420.0,71400.0,43395.0,0.0,All Wheel Drive,Towbar possible,1500.0,7.0,39100.0
260,DACIA,Spring Electric 45,25.0,137.0,19.1,a1,165.0,168.0,180.0,22550.0,0.0,0.0,Front Wheel Drive,Towbar not possible,0.0,4.0,23903.0
27,RENAULT,Scenic E-Tech EV87 220hp,87.0,98.0,7.9,a1,490.0,178.0,510.0,48900.0,48190.0,41975.0,Front Wheel Drive,Towbar not possible,1100.0,5.0,51079.0
28,BMW,iX3,74.0,184.0,6.8,a1,385.0,192.0,520.0,71400.0,71462.0,64165.0,All Wheel Drive,Towbar possible,750.0,5.0,79949.0
29,BMW,iX1 xDrive30,64.7,147.0,5.6,a1,380.0,170.0,510.0,55000.0,57850.0,47465.0,All Wheel Drive,Towbar possible,1200.0,4.0,59141.0
30,TESLA,MIFA 9,57.5,137.0,6.9,a2,350.0,164.0,810.0,45970.0,45990.0,44990.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,56057.0
31,SKODA,GranTurismo Folgore,77.0,111.0,6.7,a1,450.0,171.0,670.0,48900.0,49990.0,47495.0,Rear Wheel Drive,Towbar possible,1000.0,4.0,55496.0
320,NIO,ET7 75 kWh,90.6,208.0,4.8,a2,400.0,197.0,600.0,67187.0,75200.0,0.0,All Wheel Drive,Towbar possible,1200.0,5.0,47430.0
330,AUDI,Q6 e-tron quattro,94.9,213.0,4.4,a2,460.0,189.0,920.0,74700.0,80000.0,68975.0,All Wheel Drive,Towbar possible,2400.0,5.0,85942.0
34,BYD,SEAL U 71.8 kWh Comfort,71.8,126.0,9.3,a1,340.0,211.0,320.0,0.0,42990.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,24016.0
350,MG,ZS EV Long Range,68.3,148.0,8.6,a1,370.0,185.0,420.0,37990.0,40185.0,32995.0,Front Wheel Drive,Towbar possible,500.0,5.0,41111.0
36,TOYOTA,bZ4X FWD,64.0,144.0,7.5,a1,340.0,188.0,510.0,47490.0,45995.0,46110.0,Front Wheel Drive,Towbar possible,1250.0,5.0,57453.0
37,RENAULT,5 E-Tech 52kWh 150hp,52.0,97.0,8.3,a1,330.0,166.0,420.0,32000.0,32000.0,28000.0,Front Wheel Drive,Towbar possible,500.0,5.0,34888.0
380,BMW,i4 M50,80.7,170.0,5.9,a2,450.0,179.0,700.0,70800.0,76786.0,71085.0,All Wheel Drive,Towbar possible,1600.0,5.0,88571.0
39,RENAULT,Megane E-Tech EV60 220hp,60.0,113.0,7.4,a1,380.0,158.0,530.0,44200.0,39370.0,36995.0,Front Wheel Drive,Towbar possible,900.0,5.0,44819.0
400,ROLLS-ROYCE,Spectre,102.0,828.0,4.5,a2,465.0,219.0,540.0,155009.0,396275.0,330000.0,All Wheel Drive,Towbar not possible,0.0,4.0,411180.0
41,KIA,EV6 Long Range 2WD,74.0,126.0,7.3,a1,410.0,180.0,1070.0,51990.0,50995.0,45245.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,56375.0
420,HONDA,e:Ny1,61.9,147.0,7.6,a1,335.0,185.0,300.0,47590.0,48750.0,44995.0,Front Wheel Drive,Towbar not possible,0.0,5.0,56063.0
430,VOLKSWAGEN,ID.3 Pro,56.0,122.0,7.3,a1,350.0,178.0,520.0,39995.0,41490.0,37115.0,Rear Wheel Drive,Towbar possible,0.0,4.0,46245.0
44,RENAULT,Zoe ZE50 R110,52.0,114.0,11.4,a1,315.0,165.0,230.0,36840.0,34895.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,19494.0
45,NISSAN,EV6 GT,39.0,144.0,7.9,a1,235.0,166.0,230.0,35490.0,35090.0,28995.0,Front Wheel Drive,Towbar not possible,0.0,5.0,36127.0
46,LUCID,Air Grand Touring,112.0,196.0,3.0,a3,665.0,168.0,830.0,129000.0,132000.0,0.0,All Wheel Drive,Towbar not possible,0.0,5.0,58493.0
470,HONGQI,E-HS9 99 kWh,90.0,216.0,4.9,a2,370.0,243.0,460.0,0.0,58990.0,0.0,All Wheel Drive,Towbar not possible,1500.0,5.0,44690.0
48,CUPRA,ID.5 GTX,77.0,105.0,7.0,a1,450.0,171.0,630.0,46450.0,46989.0,41975.0,Rear Wheel Drive,Towbar not possible,0.0,4.0,52300.0
49,ZEEKR,001 Long Range RWD,94.0,116.0,7.2,a2,485.0,179.0,710.0,60970.0,60490.0,36000.0,Rear Wheel Drive,Towbar possible,1500.0,5.0,33793.0
50,HYUNDAI,IONIQ 6 Long Range 2WD,75.0,107.0,7.4,a1,495.0,149.0,1290.0,54000.0,50895.0,47040.0,Front Wheel Drive,Towbar possible,1500.0,5.0,58611.0
51,HYUNDAI,IONIQ 5 Long Range 2WD,74.0,132.0,7.3,a1,390.0,190.0,1020.0,47900.0,52895.0,44995.0,Front Wheel Drive,Towbar possible,1600.0,4.0,58493.0
52,PORSCHE,Macan 4 Electric,95.0,174.0,5.2,a2,485.0,196.0,970.0,84100.0,88899.0,69800.0,All Wheel Drive,Towbar possible,2000.0,5.0,86970.0
53,BMW,MG4 Electric XPOWER,101.7,272.0,4.7,a2,510.0,206.0,790.0,139900.0,116955.0,113970.0,All Wheel Drive,Towbar possible,2000.0,5.0,142006.0
54,BMW,i4 eDrive35,67.0,134.0,6.0,a1,430.0,156.0,580.0,56500.0,59362.0,49995.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,62293.0
550,HYUNDAI,IONIQ 5 N,80.0,194.0,3.4,a3,385.0,208.0,950.0,73000.0,73995.0,65000.0,All Wheel Drive,Towbar not possible,0.0,5.0,80990.0
56,RENAULT,ID.7 Pro,77.0,126.0,6.5,a1,475.0,162.0,730.0,56995.0,57990.0,55570.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,69240.0
57,MERCEDES-BENZ,EQB 250+,70.5,136.0,8.9,a1,415.0,170.0,490.0,53514.0,54966.0,47000.0,Front Wheel Drive,Towbar not possible,1400.0,7.0,65788.0
580,MG,MG4 Electric 51 kWh,50.8,163.0,7.7,a1,300.0,169.0,380.0,34990.0,32285.0,26995.0,Rear Wheel Drive,Towbar possible,500.0,5.0,33635.0
59,AUDI,Q4 e-tron 45,77.0,132.0,6.7,a1,445.0,183.0,630.0,52950.0,54865.0,50745.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,63228.0
60,KIA,EV9 99.8 kWh AWD,96.0,170.0,6.0,a2,435.0,221.0,620.0,52990.0,71495.0,0.0,All Wheel Drive,Towbar possible,2500.0,7.0,39941.0
61,SMART,#1 Pro+,61.7,126.0,7.7,a1,335.0,185.0,520.0,42490.0,42935.0,35950.0,Rear Wheel Drive,Towbar possible,1600.0,5.0,44793.0
62,AUDI,Marvel R Performance,106.0,170.0,5.6,a2,505.0,210.0,640.0,85300.0,82985.0,77800.0,All Wheel Drive,Towbar possible,1800.0,5.0,96938.0
630,NISSAN,Ariya 87kWh,87.0,117.0,7.6,a1,450.0,193.0,540.0,58990.0,47990.0,44645.0,Front Wheel Drive,Towbar possible,750.0,5.0,61988.0
64,FORD,Mustang Mach-E ER RWD,91.0,126.0,7.0,a1,480.0,190.0,650.0,58500.0,54400.0,59830.0,Rear Wheel Drive,Towbar not possible,1500.0,5.0,74548.0
650,BMW,iX xDrive50,105.2,213.0,4.6,a2,505.0,208.0,680.0,100100.0,105097.0,102755.0,All Wheel Drive,Towbar possible,2500.0,5.0,128032.0
660,VOLVO,EX30 Single Motor,49.0,136.0,5.7,a1,275.0,178.0,420.0,36590.0,36795.0,33795.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,42108.0
670,BMW,iX1 eDrive20,64.7,127.0,8.3,a1,390.0,166.0,520.0,47900.0,48316.0,45465.0,Front Wheel Drive,Towbar possible,750.0,5.0,56649.0
68,NIO,IONIQ 6 Long Range AWD,74.0,135.0,5.1,a1,440.0,168.0,1150.0,61100.0,59395.0,50540.0,All Wheel Drive,Towbar possible,1100.0,5.0,62972.0
690,KIA,EV6 GT,74.0,198.0,3.5,a3,360.0,206.0,940.0,72990.0,69295.0,62645.0,All Wheel Drive,Towbar possible,1800.0,5.0,78055.0
70,OPEL,Astra Electric,50.8,131.0,9.2,a1,320.0,159.0,510.0,41970.0,39999.0,37795.0,Front Wheel Drive,Towbar possible,0.0,5.0,47092.0
710,MERCEDES-BENZ,EQA 250,66.5,129.0,8.6,a1,395.0,187.0,570.0,50777.0,0.0,0.0,All Wheel Drive,Towbar possible,1500.0,5.0,53823.0
720,PEUGEOT,e-3008 98 kWh Long Range,98.0,111.0,8.9,a1,510.0,192.0,660.0,55000.0,52485.0,52000.0,Front Wheel Drive,Towbar not possible,1200.0,5.0,63401.0
73,MERCEDES-BENZ,EQS 450+,108.4,175.0,6.1,a2,635.0,188.0,950.0,109551.0,78000.0,0.0,Rear Wheel Drive,Towbar not possible,750.0,5.0,62972.0
74,POLESTAR,2 Long Range Single Motor,79.0,112.0,6.2,a2,470.0,168.0,630.0,49975.0,51200.0,48950.0,Rear Wheel Drive,Towbar possible,1500.0,5.0,57259.0
75,PEUGEOT,e-3008 73 kWh,73.0,129.0,8.7,a1,385.0,190.0,440.0,48650.0,48190.0,45850.0,Front Wheel Drive,Towbar possible,1250.0,5.0,57129.0
760,VOLKSWAGEN,Explorer Extended Range AWD,77.0,192.0,10.2,a1,345.0,223.0,480.0,64581.0,66160.0,62000.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,73408.0
77,HYUNDAI,IONIQ 5 Long Range AWD,74.0,154.0,5.1,a1,385.0,192.0,1010.0,59200.0,60995.0,50445.0,All Wheel Drive,Towbar possible,1600.0,5.0,62854.0
780,JEEP,Avenger Electric,50.8,150.0,9.0,a1,310.0,164.0,500.0,38500.0,39500.0,34800.0,Front Wheel Drive,Towbar not possible,0.0,5.0,43360.0
790,HYUNDAI,IONIQ 5 Standard Range 2WD,54.0,162.0,8.5,a1,295.0,183.0,720.0,43900.0,49295.0,43445.0,Rear Wheel Drive,Towbar possible,750.0,5.0,54132.0
80,ZEEKR,001 Performance AWD,90.6,127.0,3.8,a2,500.0,188.0,670.0,63970.0,63490.0,0.0,All Wheel Drive,Towbar possible,2000.0,5.0,35469.0
81,BMW,i5 eDrive40 Sedan,81.2,165.0,6.0,a2,470.0,173.0,750.0,73100.0,77572.0,74105.0,Rear Wheel Drive,Towbar possible,1500.0,5.0,92334.0
820,CITROEN,e-C4,46.3,146.0,9.1,a1,290.0,160.0,460.0,36040.0,36999.0,31995.0,Front Wheel Drive,Towbar not possible,0.0,5.0,39865.0
83,FORD,Explorer Extended Range RWD,77.0,115.0,6.4,a1,430.0,179.0,640.0,49500.0,45950.0,45875.0,Rear Wheel Drive,Towbar possible,1000.0,5.0,57160.0
840,KIA,EV6 Long Range AWD,74.0,146.0,5.2,a1,400.0,185.0,640.0,55980.0,59995.0,51745.0,All Wheel Drive,Towbar possible,1600.0,5.0,64474.0
850,MAZDA,MX-30,30.0,212.0,9.7,a1,170.0,176.0,170.0,38600.0,36440.0,31250.0,Front Wheel Drive,Towbar not possible,0.0,5.0,38937.0
86,ALFA ROMEO,Junior Elettrica 54 kWh Veloce,50.8,152.0,7.0,a1,305.0,167.0,490.0,46000.0,45000.0,42000.0,Front Wheel Drive,Towbar not possible,0.0,5.0,52332.0
870,VOLVO,EX30 Twin Motor Performance,64.0,145.0,3.6,a1,335.0,191.0,510.0,46850.0,45000.0,40995.0,All Wheel Drive,Towbar possible,1600.0,5.0,51079.0
88,MINI,Countryman E,64.8,117.0,7.5,a1,385.0,168.0,600.0,43500.0,43490.0,42080.0,Front Wheel Drive,Towbar possible,750.0,4.0,52431.0
89,NIO,ET5 100 kWh,90.0,140.0,4.0,a2,500.0,180.0,520.0,68500.0,71700.0,0.0,All Wheel Drive,Towbar possible,1400.0,5.0,40055.0
900,VOLKSWAGEN,ID. Buzz LWB Pro S,86.0,199.0,8.0,a1,370.0,232.0,470.0,73000.0,73000.0,68975.0,Rear Wheel Drive,Towbar possible,0.0,7.0,80990.0
910,TESLA,Model X Dual Motor,95.0,226.0,3.9,a2,475.0,200.0,940.0,100970.0,115993.0,105000.0,All Wheel Drive,Towbar not possible,2250.0,7.0,130830.0
92,VOLKSWAGEN,ID.7 Pro S,86.0,120.0,7.0,a1,520.0,165.0,780.0,60000.0,60000.0,59000.0,Rear Wheel Drive,Towbar not possible,0.0,5.0,73514.0
93,MG,MG4 Electric 77 kWh,74.4,101.0,6.5,a1,425.0,175.0,430.0,45990.0,43995.0,36495.0,Rear Wheel Drive,Towbar possible,500.0,5.0,49684.0
94,DACIA,Spring Electric 45,25.0,109.0,19.1,a1,165.0,152.0,180.0,18000.0,18950.0,14995.0,Front Wheel Drive,Towbar not possible,0.0,4.0,18683.0
95,MG,MG5 Electric Long Range,57.4,112.0,7.7,a1,335.0,171.0,330.0,38490.0,38885.0,30995.0,Front Wheel Drive,Towbar possible,500.0,5.0,38619.0
96,KIA,EV9 99.8 kWh AWD GT-Line,96.0,193.0,5.3,a1,425.0,226.0,810.0,92190.0,86263.0,73245.0,All Wheel Drive,Towbar possible,1700.0,7.0,91263.0
97,MERCEDES-BENZ,EQV 300 Long,90.0,266.0,12.1,a1,485.0,286.0,320.0,79048.0,88626.0,0.0,All Wheel Drive,Towbar not possible,0.0,7.0,49511.0
980,BYD,SEAL U 87 kWh Design,87.0,138.0,6.0,a1,405.0,215.0,480.0,0.0,45990.0,0.0,Front Wheel Drive,Towbar not possible,0.0,5.0,36750.0
99,BYD,DOLPHIN 44.9 kWh Active,44.9,115.0,12.3,a1,255.0,176.0,260.0,28000.0,29990.0,26000.0,Front Wheel Drive,Towbar not possible,0.0,5.0,32396.0
1000,SERES,#1 Brabus,62.0,152.0,3.9,a1,325.0,191.0,480.0,48990.0,48895.0,43450.0,All Wheel Drive,Towbar possible,1600.0,5.0,55496.0
101,LOTUS,Eletre,109.0,191.0,5.6,a2,495.0,220.0,1040.0,96990.0,98690.0,90805.0,All Wheel Drive,Towbar possible,2250.0,5.0,113143.0
102,RENAULT,Zoe ZE50 R135,52.0,138.0,9.5,a1,310.0,162.0,230.0,36490.0,36195.0,29995.0,Front Wheel Drive,Towbar not possible,0.0,5.0,37373.0
103,MAXUS,MIFA 9,84.0,174.0,9.2,a1,365.0,230.0,420.0,68990.0,0.0,65290.0,Front Wheel Drive,Towbar possible,1000.0,7.0,81351.0
104,LEXUS,RZ 450e,64.0,218.0,5.6,a1,320.0,200.0,480.0,60970.0,67495.0,53120.0,All Wheel Drive,Towbar possible,750.0,5.0,80367.0
105,MERCEDES-BENZ,EQE 350+,91.0,159.0,6.4,a2,530.0,171.0,790.0,0.0,82028.0,0.0,All Wheel Drive,Towbar possible,750.0,5.0,45825.0
1060,BMW,i5 M60 xDrive Sedan,81.2,254.0,3.8,a2,420.0,193.0,670.0,99500.0,108427.0,97745.0,All Wheel Drive,Towbar possible,1350.0,5.0,120488.0
107,CUPRA,Tavascan VZ,77.0,141.0,5.6,a1,430.0,179.0,640.0,58000.0,60000.0,55000.0,All Wheel Drive,Towbar not possible,0.0,4.0,68530.0
1080,XPENG,G9 RWD Standard Range,75.8,148.0,6.4,a2,395.0,192.0,830.0,50000.0,59188.0,0.0,All Wheel Drive,Towbar possible,1500.0,5.0,33065.0
109,SUBARU,Solterra AWD,64.0,179.0,6.4,a1,320.0,200.0,480.0,57490.0,59188.0,49995.0,All Wheel Drive,Towbar possible,750.0,5.0,67664.0
1100,XPENG,G6 RWD Long Range,87.5,102.0,6.7,a2,490.0,179.0,980.0,50000.0,52895.0,0.0,Rear Wheel Drive,Towbar possible,0.0,5.0,27933.0
111,MINI,Cooper SE,49.8,126.0,6.7,a1,305.0,163.0,440.0,37490.0,38990.0,34500.0,Front Wheel Drive,Towbar not possible,0.0,4.0,42987.0
112,HYUNDAI,IONIQ 6 Standard Range 2WD,60.0,123.0,8.8,a1,335.0,173.0,900.0,43900.0,45895.0,0.0,Rear Wheel Drive,Towbar possible,750.0,5.0,25639.0
1130,MASERATI,GranTurismo Folgore,83.0,275.0,2.7,a3,420.0,198.0,920.0,198212.0,199250.0,179950.0,All Wheel Drive,Towbar not possible,0.0,5.0,224217.0
114,VOLVO,Marvel R,79.0,135.0,7.3,a1,400.0,198.0,600.0,49975.0,51995.0,47495.0,Rear Wheel Drive,Towbar possible,1500.0,5.0,59440.0
115,TOYOTA,bZ4X AWD,64.0,181.0,6.9,a1,365.0,203.0,470.0,57390.0,52995.0,52510.0,All Wheel Drive,Towbar possible,750.0,5.0,65427.0
116,BMW,iX2 xDrive30,64.7,160.0,5.6,a1,380.0,170.0,510.0,56500.0,59350.0,57445.0,All Wheel Drive,Towbar possible,1200.0,5.0,71576.0
1170,FORD,Explorer Extended Range AWD,79.0,131.0,5.3,a1,430.0,184.0,690.0,53500.0,53950.0,53975.0,All Wheel Drive,Towbar possible,1200.0,5.0,67252.0
